antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'ransomware=False', 'year=<=2022', 'product=Windows', 'month=Q4'})",frozenset({'vendor=Microsoft'}),0.02102312543798178,0.23686054660126138,0.02102312543798178,1.0,4.221893491124261,1.0,0.016043576455474533,inf,0.7795275590551182,0.08875739644970414,1.0,0.5443786982248521
"frozenset({'ransomware=False', 'month=Q2', 'product=Windows'})",frozenset({'vendor=Microsoft'}),0.023826208829712685,0.23686054660126138,0.023826208829712685,1.0,4.221893491124261,1.0,0.01818271998287114,inf,0.7817659727207465,0.10059171597633136,1.0,0.5502958579881657
"frozenset({'ransomware=False', 'vendor=Microsoft'})","frozenset({'product=Windows', 'month=Q1'})",0.23686054660126138,0.03714085494043448,0.03714085494043448,0.15680473372781067,4.221893491124261,1.0,0.02834365173800501,1.1419171615092392,1.0,0.1568047337278107,0.12427973437378882,0.5784023668639053
"frozenset({'product=Windows', 'month=Q1'})","frozenset({'ransomware=False', 'vendor=Microsoft'})",0.03714085494043448,0.23686054660126138,0.03714085494043448,1.0,4.221893491124261,1.0,0.02834365173800501,inf,0.7925764192139737,0.1568047337278107,1.0,0.5784023668639053
"frozenset({'ransomware=False', 'product=Windows', 'month=Q1'})",frozenset({'vendor=Microsoft'}),0.03714085494043448,0.23686054660126138,0.03714085494043448,1.0,4.221893491124261,1.0,0.02834365173800501,inf,0.7925764192139737,0.1568047337278107,1.0,0.5784023668639053
frozenset({'vendor=Microsoft'}),"frozenset({'product=Windows', 'month=Q1'})",0.23686054660126138,0.03714085494043448,0.03714085494043448,0.15680473372781067,4.221893491124261,1.0,0.02834365173800501,1.1419171615092392,1.0,0.1568047337278107,0.12427973437378882,0.5784023668639053
"frozenset({'ransomware=False', 'year=<=2022', 'product=Windows', 'month=Q1'})",frozenset({'vendor=Microsoft'}),0.023826208829712685,0.23686054660126138,0.023826208829712685,1.0,4.221893491124261,1.0,0.01818271998287114,inf,0.7817659727207465,0.10059171597633136,1.0,0.5502958579881657
"frozenset({'year=2024-2025', 'product=Windows'})",frozenset({'vendor=Microsoft'}),0.03433777154870357,0.23686054660126138,0.03433777154870357,1.0,4.221893491124261,1.0,0.0262045082106084,inf,0.7902757619738751,0.14497041420118342,1.0,0.5724852071005917
"frozenset({'ransomware=False', 'year=2024-2025', 'product=Windows'})",frozenset({'vendor=Microsoft'}),0.03433777154870357,0.23686054660126138,0.03433777154870357,1.0,4.221893491124261,1.0,0.0262045082106084,inf,0.7902757619738751,0.14497041420118342,1.0,0.5724852071005917
frozenset({'vendor=Microsoft'}),"frozenset({'year=<=2022', 'product=Windows'})",0.23686054660126138,0.06377014716187807,0.06377014716187807,0.2692307692307692,4.22189349112426,1.0,0.04866551524827275,1.2811566407258508,1.0,0.2692307692307692,0.21945532012897281,0.6346153846153846
frozenset({'vendor=Microsoft'}),"frozenset({'year=<=2022', 'product=Internet Explorer'})",0.23686054660126138,0.02102312543798178,0.02102312543798178,0.08875739644970414,4.22189349112426,1.0,0.016043576455474533,1.0743317649414357,1.0000000000000002,0.08875739644970414,0.06918883660252527,0.5443786982248521
"frozenset({'ransomware=False', 'vendor=Microsoft'})","frozenset({'year=<=2022', 'product=Windows'})",0.23686054660126138,0.06377014716187807,0.06377014716187807,0.2692307692307692,4.22189349112426,1.0,0.04866551524827275,1.2811566407258508,1.0,0.2692307692307692,0.21945532012897281,0.6346153846153846
frozenset({'vendor=Microsoft'}),"frozenset({'ransomware=False', 'year=<=2022', 'product=Internet Explorer'})",0.23686054660126138,0.02102312543798178,0.02102312543798178,0.08875739644970414,4.22189349112426,1.0,0.016043576455474533,1.0743317649414357,1.0000000000000002,0.08875739644970414,0.06918883660252527,0.5443786982248521
frozenset({'vendor=Microsoft'}),"frozenset({'year=<=2022', 'product=Windows', 'month=Q4'})",0.23686054660126138,0.02102312543798178,0.02102312543798178,0.08875739644970414,4.22189349112426,1.0,0.016043576455474533,1.0743317649414357,1.0000000000000002,0.08875739644970414,0.06918883660252527,0.5443786982248521
frozenset({'vendor=Microsoft'}),"frozenset({'ransomware=False', 'year=<=2022', 'product=Windows', 'month=Q4'})",0.23686054660126138,0.02102312543798178,0.02102312543798178,0.08875739644970414,4.22189349112426,1.0,0.016043576455474533,1.0743317649414357,1.0000000000000002,0.08875739644970414,0.06918883660252527,0.5443786982248521
frozenset({'vendor=Microsoft'}),"frozenset({'ransomware=False', 'year=<=2022', 'product=Windows'})",0.23686054660126138,0.06377014716187807,0.06377014716187807,0.2692307692307692,4.22189349112426,1.0,0.04866551524827275,1.2811566407258508,1.0,0.2692307692307692,0.21945532012897281,0.6346153846153846
"frozenset({'ransomware=False', 'vendor=Microsoft'})","frozenset({'year=<=2022', 'product=Internet Explorer'})",0.23686054660126138,0.02102312543798178,0.02102312543798178,0.08875739644970414,4.22189349112426,1.0,0.016043576455474533,1.0743317649414357,1.0000000000000002,0.08875739644970414,0.06918883660252527,0.5443786982248521
"frozenset({'ransomware=False', 'vendor=Microsoft'})","frozenset({'year=<=2022', 'product=Windows', 'month=Q4'})",0.23686054660126138,0.02102312543798178,0.02102312543798178,0.08875739644970414,4.22189349112426,1.0,0.016043576455474533,1.0743317649414357,1.0000000000000002,0.08875739644970414,0.06918883660252527,0.5443786982248521
"frozenset({'ransomware=False', 'vendor=Microsoft'})","frozenset({'year=2024-2025', 'product=Windows'})",0.23686054660126138,0.03433777154870357,0.03433777154870357,0.14497041420118342,4.22189349112426,1.0,0.0262045082106084,1.1293904263548034,1.0,0.14497041420118342,0.11456660454650852,0.5724852071005917
"frozenset({'ransomware=False', 'vendor=Microsoft'})","frozenset({'product=Windows', 'month=Q4'})",0.23686054660126138,0.0322354590049054,0.0322354590049054,0.13609467455621302,4.22189349112426,1.0,0.02460015056506095,1.1202205988230889,1.0,0.13609467455621305,0.10731868254287906,0.5680473372781065
frozenset({'vendor=Microsoft'}),"frozenset({'product=Windows', 'month=Q4'})",0.23686054660126138,0.0322354590049054,0.0322354590049054,0.13609467455621302,4.22189349112426,1.0,0.02460015056506095,1.1202205988230889,1.0,0.13609467455621305,0.10731868254287906,0.5680473372781065
frozenset({'vendor=Microsoft'}),"frozenset({'year=2024-2025', 'product=Windows'})",0.23686054660126138,0.03433777154870357,0.03433777154870357,0.14497041420118342,4.22189349112426,1.0,0.0262045082106084,1.1293904263548034,1.0,0.14497041420118342,0.11456660454650852,0.5724852071005917
frozenset({'vendor=Microsoft'}),"frozenset({'ransomware=False', 'product=Windows', 'month=Q4'})",0.23686054660126138,0.0322354590049054,0.0322354590049054,0.13609467455621302,4.22189349112426,1.0,0.02460015056506095,1.1202205988230889,1.0,0.13609467455621305,0.10731868254287906,0.5680473372781065
frozenset({'vendor=Microsoft'}),"frozenset({'ransomware=False', 'year=2024-2025', 'product=Windows'})",0.23686054660126138,0.03433777154870357,0.03433777154870357,0.14497041420118342,4.22189349112426,1.0,0.0262045082106084,1.1293904263548034,1.0,0.14497041420118342,0.11456660454650852,0.5724852071005917
frozenset({'product=Windows'}),"frozenset({'vendor=Microsoft', 'month=Q4'})",0.1079187105816398,0.07217939733707078,0.0322354590049054,0.2987012987012987,4.1383179926869245,1.0,0.024445951513728872,1.323003451945288,0.8500973393900065,0.21800947867298578,0.24414407344920938,0.37265162022443576
"frozenset({'vendor=Microsoft', 'month=Q4'})",frozenset({'product=Windows'}),0.07217939733707078,0.1079187105816398,0.0322354590049054,0.4466019417475728,4.1383179926869245,1.0,0.024445951513728872,1.612006540527914,0.8173518980690924,0.21800947867298578,0.3796551224460223,0.37265162022443576
"frozenset({'ransomware=False', 'vendor=Microsoft', 'month=Q4'})",frozenset({'product=Windows'}),0.07217939733707078,0.1079187105816398,0.0322354590049054,0.4466019417475728,4.1383179926869245,1.0,0.024445951513728872,1.612006540527914,0.8173518980690924,0.21800947867298578,0.3796551224460223,0.37265162022443576
frozenset({'product=Windows'}),"frozenset({'ransomware=False', 'vendor=Microsoft', 'month=Q4'})",0.1079187105816398,0.07217939733707078,0.0322354590049054,0.2987012987012987,4.1383179926869245,1.0,0.024445951513728872,1.323003451945288,0.8500973393900065,0.21800947867298578,0.24414407344920938,0.37265162022443576
"frozenset({'ransomware=False', 'product=Windows'})","frozenset({'vendor=Microsoft', 'month=Q4'})",0.1079187105816398,0.07217939733707078,0.0322354590049054,0.2987012987012987,4.1383179926869245,1.0,0.024445951513728872,1.323003451945288,0.8500973393900065,0.21800947867298578,0.24414407344920938,0.37265162022443576
"frozenset({'vendor=Microsoft', 'month=Q4'})","frozenset({'ransomware=False', 'product=Windows'})",0.07217939733707078,0.1079187105816398,0.0322354590049054,0.4466019417475728,4.1383179926869245,1.0,0.024445951513728872,1.612006540527914,0.8173518980690924,0.21800947867298578,0.3796551224460223,0.37265162022443576
"frozenset({'ransomware=False', 'vendor=Microsoft', 'month=Q1'})",frozenset({'product=Windows'}),0.0861948142957253,0.1079187105816398,0.03714085494043448,0.43089430894308944,3.9927673952064198,1.0,0.02783882172281591,1.5675142656922616,0.8202482926264614,0.23660714285714288,0.3620472732614208,0.3875250765494668
"frozenset({'vendor=Microsoft', 'month=Q1'})",frozenset({'product=Windows'}),0.0861948142957253,0.1079187105816398,0.03714085494043448,0.43089430894308944,3.9927673952064198,1.0,0.02783882172281591,1.5675142656922616,0.8202482926264614,0.23660714285714288,0.3620472732614208,0.3875250765494668
"frozenset({'vendor=Microsoft', 'month=Q1'})","frozenset({'ransomware=False', 'product=Windows'})",0.0861948142957253,0.1079187105816398,0.03714085494043448,0.43089430894308944,3.9927673952064198,1.0,0.02783882172281591,1.5675142656922616,0.8202482926264614,0.23660714285714288,0.3620472732614208,0.3875250765494668
"frozenset({'ransomware=False', 'product=Windows'})","frozenset({'vendor=Microsoft', 'month=Q1'})",0.1079187105816398,0.0861948142957253,0.03714085494043448,0.34415584415584416,3.9927673952064193,1.0,0.02783882172281591,1.3933267187966167,0.840222917191599,0.23660714285714288,0.28229324356624974,0.3875250765494668
frozenset({'product=Windows'}),"frozenset({'ransomware=False', 'vendor=Microsoft', 'month=Q1'})",0.1079187105816398,0.0861948142957253,0.03714085494043448,0.34415584415584416,3.9927673952064193,1.0,0.02783882172281591,1.3933267187966167,0.840222917191599,0.23660714285714288,0.28229324356624974,0.3875250765494668
frozenset({'product=Windows'}),"frozenset({'vendor=Microsoft', 'month=Q1'})",0.1079187105816398,0.0861948142957253,0.03714085494043448,0.34415584415584416,3.9927673952064193,1.0,0.02783882172281591,1.3933267187966167,0.840222917191599,0.23660714285714288,0.28229324356624974,0.3875250765494668
"frozenset({'product=Windows', 'month=Q4'})","frozenset({'vendor=Microsoft', 'year=<=2022'})",0.0322354590049054,0.16818500350385424,0.02102312543798178,0.6521739130434783,3.877717391304348,1.0,0.015601604652293415,2.391468114926419,0.7668356263577117,0.11718749999999999,0.5818468187978463,0.38858695652173914
"frozenset({'ransomware=False', 'product=Windows', 'month=Q4'})","frozenset({'vendor=Microsoft', 'year=<=2022'})",0.0322354590049054,0.16818500350385424,0.02102312543798178,0.6521739130434783,3.877717391304348,1.0,0.015601604652293415,2.391468114926419,0.7668356263577117,0.11718749999999999,0.5818468187978463,0.38858695652173914
"frozenset({'product=Windows', 'month=Q4'})","frozenset({'ransomware=False', 'vendor=Microsoft', 'year=<=2022'})",0.0322354590049054,0.16818500350385424,0.02102312543798178,0.6521739130434783,3.877717391304348,1.0,0.015601604652293415,2.391468114926419,0.7668356263577117,0.11718749999999999,0.5818468187978463,0.38858695652173914
"frozenset({'ransomware=False', 'vendor=Microsoft', 'year=<=2022'})","frozenset({'product=Windows', 'month=Q4'})",0.16818500350385424,0.0322354590049054,0.02102312543798178,0.125,3.8777173913043477,1.0,0.015601604652293415,1.106016618280108,0.8921651221566974,0.11718749999999999,0.09585445329471397,0.38858695652173914
"frozenset({'vendor=Microsoft', 'year=<=2022'})","frozenset({'ransomware=False', 'product=Windows', 'month=Q4'})",0.16818500350385424,0.0322354590049054,0.02102312543798178,0.125,3.8777173913043477,1.0,0.015601604652293415,1.106016618280108,0.8921651221566974,0.11718749999999999,0.09585445329471397,0.38858695652173914
"frozenset({'vendor=Microsoft', 'year=<=2022'})","frozenset({'product=Windows', 'month=Q4'})",0.16818500350385424,0.0322354590049054,0.02102312543798178,0.125,3.8777173913043477,1.0,0.015601604652293415,1.106016618280108,0.8921651221566974,0.11718749999999999,0.09585445329471397,0.38858695652173914
"frozenset({'vendor=Microsoft', 'year=<=2022'})","frozenset({'ransomware=False', 'product=Windows', 'month=Q1'})",0.16818500350385424,0.03714085494043448,0.023826208829712685,0.1416666666666667,3.814308176100629,1.0,0.01757967401141957,1.1217776447295909,0.8870112493185986,0.1312741312741313,0.10855773896166912,0.3915880503144654
"frozenset({'ransomware=False', 'vendor=Microsoft', 'year=<=2022'})","frozenset({'product=Windows', 'month=Q1'})",0.16818500350385424,0.03714085494043448,0.023826208829712685,0.1416666666666667,3.814308176100629,1.0,0.01757967401141957,1.1217776447295909,0.8870112493185986,0.1312741312741313,0.10855773896166912,0.3915880503144654
"frozenset({'vendor=Microsoft', 'year=<=2022'})","frozenset({'product=Windows', 'month=Q1'})",0.16818500350385424,0.03714085494043448,0.023826208829712685,0.1416666666666667,3.814308176100629,1.0,0.01757967401141957,1.1217776447295909,0.8870112493185986,0.1312741312741313,0.10855773896166912,0.3915880503144654
"frozenset({'product=Windows', 'month=Q1'})","frozenset({'vendor=Microsoft', 'year=<=2022'})",0.03714085494043448,0.16818500350385424,0.023826208829712685,0.6415094339622641,3.8143081761006288,1.0,0.01757967401141957,2.3203260428576695,0.7662899220823701,0.1312741312741313,0.5690260844685349,0.3915880503144654
"frozenset({'ransomware=False', 'product=Windows', 'month=Q1'})","frozenset({'vendor=Microsoft', 'year=<=2022'})",0.03714085494043448,0.16818500350385424,0.023826208829712685,0.6415094339622641,3.8143081761006288,1.0,0.01757967401141957,2.3203260428576695,0.7662899220823701,0.1312741312741313,0.5690260844685349,0.3915880503144654
"frozenset({'product=Windows', 'month=Q1'})","frozenset({'ransomware=False', 'vendor=Microsoft', 'year=<=2022'})",0.03714085494043448,0.16818500350385424,0.023826208829712685,0.6415094339622641,3.8143081761006288,1.0,0.01757967401141957,2.3203260428576695,0.7662899220823701,0.1312741312741313,0.5690260844685349,0.3915880503144654
frozenset({'product=Windows'}),"frozenset({'vendor=Microsoft', 'year=<=2022'})",0.1079187105816398,0.16818500350385424,0.06377014716187807,0.5909090909090909,3.51344696969697,1.0,0.04561983844457354,2.0333255469905787,0.8019215662577799,0.3003300330033003,0.5081948380179214,0.4850378787878788
"frozenset({'ransomware=False', 'product=Windows'})","frozenset({'vendor=Microsoft', 'year=<=2022'})",0.1079187105816398,0.16818500350385424,0.06377014716187807,0.5909090909090909,3.51344696969697,1.0,0.04561983844457354,2.0333255469905787,0.8019215662577799,0.3003300330033003,0.5081948380179214,0.4850378787878788
frozenset({'product=Windows'}),"frozenset({'ransomware=False', 'vendor=Microsoft', 'year=<=2022'})",0.1079187105816398,0.16818500350385424,0.06377014716187807,0.5909090909090909,3.51344696969697,1.0,0.04561983844457354,2.0333255469905787,0.8019215662577799,0.3003300330033003,0.5081948380179214,0.4850378787878788
"frozenset({'ransomware=False', 'vendor=Microsoft', 'year=<=2022'})",frozenset({'product=Windows'}),0.16818500350385424,0.1079187105816398,0.06377014716187807,0.37916666666666665,3.5134469696969695,1.0,0.04561983844457354,1.436909459465815,0.86002203356879,0.3003300330033003,0.30406192720607483,0.4850378787878788
"frozenset({'vendor=Microsoft', 'year=<=2022'})",frozenset({'product=Windows'}),0.16818500350385424,0.1079187105816398,0.06377014716187807,0.37916666666666665,3.5134469696969695,1.0,0.04561983844457354,1.436909459465815,0.86002203356879,0.3003300330033003,0.30406192720607483,0.4850378787878788
"frozenset({'vendor=Microsoft', 'year=<=2022'})","frozenset({'ransomware=False', 'product=Windows'})",0.16818500350385424,0.1079187105816398,0.06377014716187807,0.37916666666666665,3.5134469696969695,1.0,0.04561983844457354,1.436909459465815,0.86002203356879,0.3003300330033003,0.30406192720607483,0.4850378787878788
"frozenset({'vendor=Microsoft', 'year=<=2022', 'month=Q1'})",frozenset({'product=Windows'}),0.0644709180098108,0.1079187105816398,0.023826208829712685,0.3695652173913044,3.424477696216827,1.0,0.016868590488079285,1.4150254935601576,0.7567746199603437,0.16037735849056603,0.2932989514669217,0.2951722190852626
"frozenset({'vendor=Microsoft', 'year=<=2022', 'month=Q1'})","frozenset({'ransomware=False', 'product=Windows'})",0.0644709180098108,0.1079187105816398,0.023826208829712685,0.3695652173913044,3.424477696216827,1.0,0.016868590488079285,1.4150254935601576,0.7567746199603437,0.16037735849056603,0.2932989514669217,0.2951722190852626
frozenset({'product=Windows'}),"frozenset({'ransomware=False', 'vendor=Microsoft', 'year=<=2022', 'month=Q1'})",0.1079187105816398,0.0644709180098108,0.023826208829712685,0.2207792207792208,3.424477696216827,1.0,0.016868590488079285,1.2005956552207429,0.7936324569104939,0.16037735849056603,0.16708011090033562,0.2951722190852626
frozenset({'product=Windows'}),"frozenset({'vendor=Microsoft', 'year=<=2022', 'month=Q1'})",0.1079187105816398,0.0644709180098108,0.023826208829712685,0.2207792207792208,3.424477696216827,1.0,0.016868590488079285,1.2005956552207429,0.7936324569104939,0.16037735849056603,0.16708011090033562,0.2951722190852626
"frozenset({'ransomware=False', 'vendor=Microsoft', 'year=<=2022', 'month=Q1'})",frozenset({'product=Windows'}),0.0644709180098108,0.1079187105816398,0.023826208829712685,0.3695652173913044,3.424477696216827,1.0,0.016868590488079285,1.4150254935601576,0.7567746199603437,0.16037735849056603,0.2932989514669217,0.2951722190852626
"frozenset({'ransomware=False', 'product=Windows'})","frozenset({'vendor=Microsoft', 'year=<=2022', 'month=Q1'})",0.1079187105816398,0.0644709180098108,0.023826208829712685,0.2207792207792208,3.424477696216827,1.0,0.016868590488079285,1.2005956552207429,0.7936324569104939,0.16037735849056603,0.16708011090033562,0.2951722190852626
frozenset({'product=Windows'}),"frozenset({'vendor=Microsoft', 'year=<=2022', 'month=Q4'})",0.1079187105816398,0.05746320953048353,0.02102312543798178,0.1948051948051948,3.3900855242318655,1.0,0.014821769959569402,1.1705698849379478,0.7903115998952606,0.14563106796116507,0.14571525129145946,0.28032942667089006
"frozenset({'vendor=Microsoft', 'year=<=2022', 'month=Q4'})",frozenset({'product=Windows'}),0.05746320953048353,0.1079187105816398,0.02102312543798178,0.36585365853658536,3.3900855242318655,1.0,0.014821769959569402,1.4067435717751064,0.7480049566294921,0.14563106796116507,0.28913839020558313,0.28032942667089006
frozenset({'product=Windows'}),"frozenset({'ransomware=False', 'vendor=Microsoft', 'year=<=2022', 'month=Q4'})",0.1079187105816398,0.05746320953048353,0.02102312543798178,0.1948051948051948,3.3900855242318655,1.0,0.014821769959569402,1.1705698849379478,0.7903115998952606,0.14563106796116507,0.14571525129145946,0.28032942667089006
"frozenset({'ransomware=False', 'product=Windows'})","frozenset({'vendor=Microsoft', 'year=<=2022', 'month=Q4'})",0.1079187105816398,0.05746320953048353,0.02102312543798178,0.1948051948051948,3.3900855242318655,1.0,0.014821769959569402,1.1705698849379478,0.7903115998952606,0.14563106796116507,0.14571525129145946,0.28032942667089006
"frozenset({'vendor=Microsoft', 'year=<=2022', 'month=Q4'})","frozenset({'ransomware=False', 'product=Windows'})",0.05746320953048353,0.1079187105816398,0.02102312543798178,0.36585365853658536,3.3900855242318655,1.0,0.014821769959569402,1.4067435717751064,0.7480049566294921,0.14563106796116507,0.28913839020558313,0.28032942667089006
"frozenset({'ransomware=False', 'vendor=Microsoft', 'year=<=2022', 'month=Q4'})",frozenset({'product=Windows'}),0.05746320953048353,0.1079187105816398,0.02102312543798178,0.36585365853658536,3.3900855242318655,1.0,0.014821769959569402,1.4067435717751064,0.7480049566294921,0.14563106796116507,0.28913839020558313,0.28032942667089006
"frozenset({'ransomware=False', 'year=<=2022', 'month=Q1'})",frozenset({'vendor=Cisco'}),0.20882971268395234,0.056762438682550806,0.030833917309039945,0.1476510067114094,2.601209710829398,1.0,0.018980233547722398,1.1066330443803145,0.7780417102826315,0.13134328358208955,0.09635808809597417,0.3454304416273096
"frozenset({'year=<=2022', 'month=Q1'})",frozenset({'vendor=Cisco'}),0.20882971268395234,0.056762438682550806,0.030833917309039945,0.1476510067114094,2.601209710829398,1.0,0.018980233547722398,1.1066330443803145,0.7780417102826315,0.13134328358208955,0.09635808809597417,0.3454304416273096
"frozenset({'year=<=2022', 'month=Q1'})","frozenset({'vendor=Cisco', 'ransomware=False'})",0.20882971268395234,0.056762438682550806,0.030833917309039945,0.1476510067114094,2.601209710829398,1.0,0.018980233547722398,1.1066330443803145,0.7780417102826315,0.13134328358208955,0.09635808809597417,0.3454304416273096
"frozenset({'vendor=Cisco', 'ransomware=False'})","frozenset({'year=<=2022', 'month=Q1'})",0.056762438682550806,0.20882971268395234,0.030833917309039945,0.5432098765432098,2.6012097108293974,1.0,0.018980233547722398,1.732021439799996,0.6526070511954614,0.13134328358208955,0.4226399413880961,0.3454304416273096
frozenset({'vendor=Cisco'}),"frozenset({'year=<=2022', 'month=Q1'})",0.056762438682550806,0.20882971268395234,0.030833917309039945,0.5432098765432098,2.6012097108293974,1.0,0.018980233547722398,1.732021439799996,0.6526070511954614,0.13134328358208955,0.4226399413880961,0.3454304416273096
frozenset({'vendor=Cisco'}),"frozenset({'ransomware=False', 'year=<=2022', 'month=Q1'})",0.056762438682550806,0.20882971268395234,0.030833917309039945,0.5432098765432098,2.6012097108293974,1.0,0.018980233547722398,1.732021439799996,0.6526070511954614,0.13134328358208955,0.4226399413880961,0.3454304416273096
frozenset({'cwe=CWE-119'}),"frozenset({'vendor=Microsoft', 'year=<=2022'})",0.05606166783461808,0.16818500350385424,0.023826208829712685,0.42500000000000004,2.526979166666667,1.0,0.014397477028515532,1.4466347765150362,0.6401589589065025,0.11888111888111888,0.3087405223251896,0.2833333333333334
"frozenset({'ransomware=False', 'cwe=CWE-119'})","frozenset({'vendor=Microsoft', 'year=<=2022'})",0.05606166783461808,0.16818500350385424,0.023826208829712685,0.42500000000000004,2.526979166666667,1.0,0.014397477028515532,1.4466347765150362,0.6401589589065025,0.11888111888111888,0.3087405223251896,0.2833333333333334
"frozenset({'ransomware=False', 'vendor=Microsoft', 'year=<=2022'})",frozenset({'cwe=CWE-119'}),0.16818500350385424,0.05606166783461808,0.023826208829712685,0.1416666666666667,2.526979166666667,1.0,0.014397477028515532,1.0997339792218042,0.7264482878239755,0.11888111888111888,0.09068918584508788,0.2833333333333334
frozenset({'cwe=CWE-119'}),"frozenset({'ransomware=False', 'vendor=Microsoft', 'year=<=2022'})",0.05606166783461808,0.16818500350385424,0.023826208829712685,0.42500000000000004,2.526979166666667,1.0,0.014397477028515532,1.4466347765150362,0.6401589589065025,0.11888111888111888,0.3087405223251896,0.2833333333333334
"frozenset({'vendor=Microsoft', 'year=<=2022'})","frozenset({'ransomware=False', 'cwe=CWE-119'})",0.16818500350385424,0.05606166783461808,0.023826208829712685,0.1416666666666667,2.526979166666667,1.0,0.014397477028515532,1.0997339792218042,0.7264482878239755,0.11888111888111888,0.09068918584508788,0.2833333333333334
"frozenset({'vendor=Microsoft', 'year=<=2022'})",frozenset({'cwe=CWE-119'}),0.16818500350385424,0.05606166783461808,0.023826208829712685,0.1416666666666667,2.526979166666667,1.0,0.014397477028515532,1.0997339792218042,0.7264482878239755,0.11888111888111888,0.09068918584508788,0.2833333333333334
"frozenset({'ransomware=False', 'year=<=2022', 'month=Q1'})",frozenset({'cwe=CWE-119'}),0.20882971268395234,0.05606166783461808,0.02803083391730904,0.1342281879194631,2.3942953020134228,1.0,0.016323491930822574,1.0902853604080769,0.7360496014171833,0.1183431952662722,0.08280892662292044,0.31711409395973156
frozenset({'cwe=CWE-119'}),"frozenset({'ransomware=False', 'year=<=2022', 'month=Q1'})",0.05606166783461808,0.20882971268395234,0.02803083391730904,0.5,2.3942953020134228,1.0,0.016323491930822574,1.5823405746320953,0.6169265033407573,0.1183431952662722,0.36802480070859167,0.31711409395973156
"frozenset({'ransomware=False', 'cwe=CWE-119'})","frozenset({'year=<=2022', 'month=Q1'})",0.05606166783461808,0.20882971268395234,0.02803083391730904,0.5,2.3942953020134228,1.0,0.016323491930822574,1.5823405746320953,0.6169265033407573,0.1183431952662722,0.36802480070859167,0.31711409395973156
"frozenset({'year=<=2022', 'month=Q1'})","frozenset({'ransomware=False', 'cwe=CWE-119'})",0.20882971268395234,0.05606166783461808,0.02803083391730904,0.1342281879194631,2.3942953020134228,1.0,0.016323491930822574,1.0902853604080769,0.7360496014171833,0.1183431952662722,0.08280892662292044,0.31711409395973156
frozenset({'cwe=CWE-119'}),"frozenset({'year=<=2022', 'month=Q1'})",0.05606166783461808,0.20882971268395234,0.02803083391730904,0.5,2.3942953020134228,1.0,0.016323491930822574,1.5823405746320953,0.6169265033407573,0.1183431952662722,0.36802480070859167,0.31711409395973156
"frozenset({'year=<=2022', 'month=Q1'})",frozenset({'cwe=CWE-119'}),0.20882971268395234,0.05606166783461808,0.02803083391730904,0.1342281879194631,2.3942953020134228,1.0,0.016323491930822574,1.0902853604080769,0.7360496014171833,0.1183431952662722,0.08280892662292044,0.31711409395973156
frozenset({'month=Q1'}),"frozenset({'vendor=Cisco', 'year=<=2022', 'ransomware=False'})",0.31394533987386125,0.042747021723896286,0.030833917309039945,0.09821428571428571,2.297570257611241,1.0,0.017413689045335995,1.0615082531378575,0.823196211347386,0.0946236559139785,0.05794420623300565,0.4097628805620609
"frozenset({'vendor=Cisco', 'year=<=2022'})",frozenset({'month=Q1'}),0.042747021723896286,0.31394533987386125,0.030833917309039945,0.7213114754098361,2.297570257611241,1.0,0.017413689045335995,2.4617255451584983,0.5899773725542393,0.0946236559139785,0.5937808737587702,0.4097628805620609
frozenset({'month=Q1'}),"frozenset({'vendor=Cisco', 'year=<=2022'})",0.31394533987386125,0.042747021723896286,0.030833917309039945,0.09821428571428571,2.297570257611241,1.0,0.017413689045335995,1.0615082531378575,0.823196211347386,0.0946236559139785,0.05794420623300565,0.4097628805620609
"frozenset({'vendor=Cisco', 'year=<=2022', 'ransomware=False'})",frozenset({'month=Q1'}),0.042747021723896286,0.31394533987386125,0.030833917309039945,0.7213114754098361,2.297570257611241,1.0,0.017413689045335995,2.4617255451584983,0.5899773725542393,0.0946236559139785,0.5937808737587702,0.4097628805620609
"frozenset({'vendor=Cisco', 'year=<=2022'})","frozenset({'ransomware=False', 'month=Q1'})",0.042747021723896286,0.31394533987386125,0.030833917309039945,0.7213114754098361,2.297570257611241,1.0,0.017413689045335995,2.4617255451584983,0.5899773725542393,0.0946236559139785,0.5937808737587702,0.4097628805620609
"frozenset({'ransomware=False', 'month=Q1'})","frozenset({'vendor=Cisco', 'year=<=2022'})",0.31394533987386125,0.042747021723896286,0.030833917309039945,0.09821428571428571,2.297570257611241,1.0,0.017413689045335995,1.0615082531378575,0.823196211347386,0.0946236559139785,0.05794420623300565,0.4097628805620609
frozenset({'vendor=Microsoft'}),"frozenset({'ransomware=False', 'year=<=2022', 'cwe=CWE-119'})",0.23686054660126138,0.050455501051156273,0.023826208829712685,0.10059171597633138,1.9936719263642342,1.0,0.011875291271695293,1.0557435547523328,0.6531086263706585,0.09042553191489364,0.05280027948208477,0.28640696909927676
"frozenset({'year=<=2022', 'cwe=CWE-119'})","frozenset({'ransomware=False', 'vendor=Microsoft'})",0.050455501051156273,0.23686054660126138,0.023826208829712685,0.4722222222222222,1.9936719263642342,1.0,0.011875291271695293,1.4459484380186625,0.5248968960277838,0.09042553191489364,0.3084124068972554,0.28640696909927676
